"time","x","y","position","velocity","acceleration","jerk","heading"
1.68,127.486,110.622,109.66,38.4225,-119.785,134.676,-1.22014
1.7,128.206,110.606,110.38,35.9803,-122.11,-116.239,-1.23832
1.72,128.877,110.592,111.051,33.5921,-119.409,135.018,-1.2534
1.74,129.5,110.578,111.675,31.158,-121.707,-114.881,-1.26571
1.76,130.076,110.565,112.25,28.7775,-119.023,134.198,-1.27557
1.78,130.603,110.553,112.777,26.3511,-121.321,-114.889,-1.28331
1.8,131.081,110.543,113.256,23.9283,-121.138,9.16415,-1.28923
1.82,131.512,110.533,113.687,21.5591,-118.461,133.827,-1.29362
1.84,131.896,110.524,114.071,19.1934,-118.284,8.85861,-1.29677
1.86,132.231,110.517,114.406,16.7806,-120.642,-117.897,-1.29893
1.88,132.519,110.51,114.694,14.3708,-120.491,7.56806,-1.30032
1.9,132.759,110.505,114.934,12.0133,-117.874,130.836,-1.30116
1.92,132.951,110.5,115.126,9.60814,-120.258,-119.207,-1.30162
1.94,133.096,110.497,115.271,7.25457,-117.679,128.96,-1.30184
1.96,133.196,110.495,115.371,5.00219,-112.619,252.993,-1.30192
1.98,133.257,110.493,115.432,3.05117,-97.5509,753.401,-1.30195
2,133.289,110.493,115.464,1.60038,-72.5393,1250.58,-1.30195
2.02,133.301,110.492,115.476,0.600187,-50.0098,1126.48,-1.30195
2.04,133.304,110.492,115.479,0.150083,-22.5052,1375.23,-1.30195
2.06,133.304,110.492,115.479,0,-7.50417,750.052,-1.30195
